Country,Year,CO2 emission (Tons),Population(2022),Area(Square kilometre),proportion of global land area,Density(Square kilometre),Access to electricity (% of population),Access to clean fuels for cooking,Electricity from fossil fuels (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Latitude,Longitude,Exchange_Rate,CO2_per_capita,Energy_per_CO2,Renewable_ratio
Argentina,2000,4979454768.0,45510318.0,2780400.0,0.018,16,95.78329,95.0,50.37,28.89,40.914955,18849.81,12.283858,-0.788998939,7708.099115,-38.416097,-63.616672,0.9995,109.41375465669124,172.28007629520857,0.3644965934897805
Argentina,2001,5113458712.0,45510318.0,2780400.0,0.018,16,95.51106,95.6,42.91,37.04,50.38733,18210.12,15.937488,-4.408839683,7208.373114,-38.416097,-63.616672,0.9995,112.35822856698124,162.0719748989654,0.4632895559724828
Argentina,2002,5237851060.0,45510318.0,2780400.0,0.018,16,96.22887,96.1,39.7,36.06,51.07825,17275.256,16.249306,-10.89448483,2593.404563,-38.416097,-63.616672,3.063257,115.0915065018882,150.10018136930532,0.4759767687434002
Argentina,2003,5372482068.0,45510318.0,2780400.0,0.018,16,96.442635,96.45,46.73,34.38,46.982075,18326.521,14.408259,8.837040796,3349.8063,-38.416097,-63.616672,2.900629,118.04975891401156,155.24403580823233,0.4238688201208236
Argentina,2004,5529525459.0,45510318.0,2780400.0,0.018,16,96.6535,97.2,57.35,31.03,40.066883,19261.457,12.1855755,9.029573301,4277.721573,-38.416097,-63.616672,2.923301,121.50047949566074,158.5298846552116,0.3510975333785924
Argentina,2005,5690959659.0,45510318.0,2780400.0,0.018,16,96.863846,97.5,59.89,34.6,40.620663,20232.844,12.788524,8.85165992,5109.852245,-38.416097,-63.616672,2.903658,125.0476794954498,161.80103526620204,0.3661763149539633
Argentina,2006,5865568651.0,45510318.0,2780400.0,0.018,16,97.07606,98.1,65.58,38.67,41.131058,21038.723,13.449462,8.0471515,5919.012338,-38.416097,-63.616672,3.054313,128.88436971589607,163.23719506388812,0.3709352517985612
Argentina,2007,6039814411.0,45510318.0,2780400.0,0.018,16,97.29279,98.3,72.95,31.18,34.19035,21708.37,10.599154,9.007650875,7245.446857,-38.416097,-63.616672,3.095649,132.71307862537898,163.57370520563498,0.2994334005569961
Argentina,2008,6227920411.0,45510318.0,2780400.0,0.018,16,97.516754,98.6,76.62,31.28,33.22876,21780.38,10.437064,4.057233103,9020.873323,-38.416097,-63.616672,3.144165,136.8463391312713,159.1593910240225,0.2898980537534754
Argentina,2009,6406869611.0,45510318.0,2780400.0,0.018,16,97.750656,98.9,74.01,34.7,36.362854,20954.271,11.783506,-5.918525076,8225.137583,-38.416097,-63.616672,3.710107,140.77839691210244,148.84578500409535,0.3191978658817036
Argentina,2010,6593602747.0,45510318.0,2780400.0,0.018,16,98.82,99.1,78.54,34.41,34.353058,21507.703,11.661375,10.12539816,10385.96443,-38.416097,-63.616672,3.896295,144.88149142354928,148.4503147273931,0.3046480743691899
Argentina,2011,6783876521.0,45510318.0,2780400.0,0.018,16,99.09535,99.3,84.43,32.43,31.217922,21894.867,10.929448,6.003951693,12848.8642,-38.416097,-63.616672,4.11014,149.06238451245275,146.8839175732553,0.2775115522847852
Argentina,2012,6975591369.0,45510318.0,2780400.0,0.018,16,99.22998,99.5,91.86,30.93,28.619164,22494.715,10.216426,-1.026420454,13082.66433,-38.416097,-63.616672,4.536934,153.27494237680344,146.76055101492142,0.2518934766674811
Argentina,2013,7165724742.0,45510318.0,2780400.0,0.018,16,99.342674,99.6,91.55,35.03,30.806438,23152.588,10.950079,2.405323781,13080.25473,-38.416097,-63.616672,5.459353,157.45275042903458,147.0446717311241,0.2767419813556644
Argentina,2014,7354381844.0,45510318.0,2780400.0,0.018,16,100.0,99.7,92.18,34.37,30.066004,22881.006,11.038978,-2.512615321,12334.79825,-38.416097,-63.616672,8.075276,161.5981203207589,141.59203061634068,0.2715922560252864
Argentina,2015,7546787804.0,45510318.0,2780400.0,0.018,16,99.62539,99.7,97.18,33.97,29.472387,23046.873,10.907397,2.731159828,13789.06042,-38.416097,-63.616672,9.233186,165.82586401615563,138.9823785133702,0.2590163934426229
Argentina,2016,7737764998.0,45510318.0,2780400.0,0.018,16,99.84958,99.8,100.8,31.02,27.81438,22726.455,10.167007,-2.080327844,12790.24247,-38.416097,-63.616672,14.758175,170.02221338027127,133.66756347989698,0.2353208921256258
Argentina,2017,7925569727.0,45510318.0,2780400.0,0.018,16,100.0,99.8,99.4,33.4,28.267298,22503.818,10.964719,2.818502978,14613.04182,-38.416097,-63.616672,16.562707,174.14885404668013,129.22174035074565,0.2515060240963855
Argentina,2018,8106669354.0,45510318.0,2780400.0,0.018,16,99.98958,99.8,98.31,34.97,29.673082,22163.16,11.39763,-2.617396463,11795.15939,-38.416097,-63.616672,28.094992,178.128163244212,124.42254832894965,0.2623799519807923
Argentina,2019,8274234941.0,45510318.0,2780400.0,0.018,16,100.0,99.9,90.56,34.63,31.991589,20725.168,11.926772,-2.025934237,10056.63794,-38.416097,-63.616672,48.147892,181.81008845071133,113.9934982519883,0.2766195383017813
Argentina,2020,8431213004.0,45510318.0,2780400.0,0.018,16,100.0,99.9,91.58,37.05,33.967842,19314.066,12.179417,-9.895268964,8579.017773,-38.416097,-63.616672,70.539167,185.2593735776577,104.25419036572453,0.2880354505169867
Australia,2000,10689033670.0,26177413.0,7692024.0,0.052,3,100.0,100.0,181.05,17.11,8.634437,68632.96,3.9888778,3.912427733,21697.70848,-25.274398,133.775136,1.724827,408.330405682181,168.08192347404966,0.0863443681873233
Australia,2001,11049488324.0,26177413.0,7692024.0,0.052,3,100.0,100.0,194.33,17.4,8.218014,68338.28,3.870762,2.038300732,19527.32358,-25.274398,133.775136,1.933443,422.10008773594245,161.90065338899217,0.0821801350776932
Australia,2002,11416601222.0,26177413.0,7692024.0,0.052,3,100.0,100.0,197.29,17.35,8.0833025,68892.78,3.9314504,4.014526654,20117.78889,-25.274398,133.775136,1.840563,436.1241205156522,157.9659935307969,0.0808330227357435
Australia,2003,11789834269.0,26177413.0,7692024.0,0.052,3,100.0,100.0,195.13,18.5,8.659832,69082.79,4.014969,3.110325109,23492.40517,-25.274398,133.775136,1.541914,450.38194832315935,153.38712010373806,0.0865983242054018
Australia,2004,12176600542.0,26177413.0,7692024.0,0.052,3,100.0,100.0,203.66,19.41,8.701304,70486.32,4.0365605,4.205446887,30513.94174,-25.274398,133.775136,1.359752,465.1567571631314,151.5324004532956,0.0870130452324382
Australia,2005,12564202134.0,26177413.0,7692024.0,0.052,3,100.0,100.0,195.95,19.75,9.156236,69917.164,4.3135533,3.160338325,34080.9999,-25.274398,133.775136,1.309473,479.96347591719626,145.67184277176577,0.0915623551228558
Australia,2006,12961496845.0,26177413.0,7692024.0,0.052,3,100.0,100.0,198.72,21.19,9.63576,71863.76,4.233413,2.726893446,36117.48798,-25.274398,133.775136,1.327973,495.14048026823735,145.13812314652304,0.0963576008367059
Australia,2007,13363422384.0,26177413.0,7692024.0,0.052,3,100.0,100.0,208.59,20.93,9.119031,72304.695,3.9767227,3.768487516,41001.14298,-25.274398,133.775136,1.195073,510.494386286376,141.63661137585692,0.0911903102126176
Australia,2008,13773075431.0,26177413.0,7692024.0,0.052,3,100.0,100.0,211.06,18.49,8.05489,72089.34,3.6813264,3.577014878,49654.9106,-25.274398,133.775136,1.192178,526.1434898475262,137.01460037240247,0.0805489000217817
Australia,2009,14174396760.0,26177413.0,7692024.0,0.052,3,100.0,100.0,216.42,18.32,7.804379,69689.84,3.9202662,1.86683207,42783.32257,-25.274398,133.775136,1.282189,541.47431451687,128.70387039906169,0.0780437931328278
Australia,2010,14578929980.0,26177413.0,7692024.0,0.052,3,100.0,100.0,212.5,21.13,9.044215,68523.875,4.3128047,2.172337091,52087.97229,-25.274398,133.775136,1.090159,556.9278362227773,123.03905558886392,0.0904421521208748
Australia,2011,14984273863.0,26177413.0,7692024.0,0.052,3,100.0,100.0,213.56,27.33,11.3454275,69714.19,5.698981,2.469746294,62574.1457,-25.274398,133.775136,0.969463,572.4123259620803,121.790162157721,0.1134542737348997
Australia,2012,15386939707.0,26177413.0,7692024.0,0.052,3,100.0,100.0,206.75,26.63,11.410575,67583.03,5.700209,3.917362463,68027.84171,-25.274398,133.775136,0.965801,587.7945122766715,114.97730684526884,0.1141057502785157
Australia,2013,15780110326.0,26177413.0,7692024.0,0.052,3,100.0,100.0,195.78,34.2,14.870858,67307.04,6.525869,2.600211881,68156.62792,-25.274398,133.775136,1.035843,602.8139727176249,111.6547443261215,0.1487085833550743
Australia,2014,16179364072.0,26177413.0,7692024.0,0.052,3,100.0,100.0,205.46,36.15,14.96213,66744.195,5.979823,2.562931521,62511.69059,-25.274398,133.775136,1.109363,618.0658139136973,107.98881526445294,0.1496212905094987
Australia,2015,16582643483.0,26177413.0,7692024.0,0.052,3,100.0,100.0,197.72,33.12,14.3476,67234.93,6.290021,2.172204753,56707.02208,-25.274398,133.775136,1.33109,633.4714390226413,106.13727132470908,0.1434760006931207
Australia,2016,16998588655.0,26177413.0,7692024.0,0.052,3,100.0,100.0,207.66,38.41,15.609379,66407.09,7.1891756,2.741643069,49881.76371,-25.274398,133.775136,1.345214,649.3609072447304,102.26530309896307,0.156093794448734
Australia,2017,17413339852.0,26177413.0,7692024.0,0.052,3,100.0,100.0,209.14,40.77,16.313873,65146.316,6.750127,2.295926947,53934.25018,-25.274398,133.775136,1.304758,665.204764580824,97.93422938131192,0.1631387299427794
Australia,2018,17829341009.0,26177413.0,7692024.0,0.052,3,100.0,100.0,207.45,42.93,17.145937,65072.668,8.300061,2.87097248,57180.7794,-25.274398,133.775136,1.338412,681.0963714787248,95.54105810125088,0.1714593817397555
Australia,2019,18243857842.0,26177413.0,7692024.0,0.052,3,100.0,100.0,196.45,53.41,21.37597,66263.54,8.880722,2.113149425,54875.28596,-25.274398,133.775136,1.438507,696.9312759056825,95.0790160965134,0.2137597054350436
Australia,2020,18635749770.0,26177413.0,7692024.0,0.052,3,100.0,100.0,186.92,63.99,25.503168,61826.21,10.789811,-0.003836559,51692.84275,-25.274398,133.775136,1.453085,711.9018892355788,86.84653171294057,0.2550316846678092
Brazil,2000,7461070782.0,215313498.0,8515767.0,0.0559999999999999,25,94.391716,89.0,28.87,308.77,91.57278,13400.32,43.288433,4.387949444,3749.910848,-14.235004,-51.92528,1.829423,34.65212748529124,386.70987822286014,0.9144947281127828
Brazil,2001,7807236782.0,215313498.0,8515767.0,0.0559999999999999,25,96.016525,89.7,35.19,273.71,89.111,12893.828,39.11162,1.389896404,3160.249345,-14.235004,-51.92528,2.349632,36.25985762397488,355.5951083347511,0.8860796374231142
Brazil,2002,8155001782.0,215313498.0,8515767.0,0.0559999999999999,25,96.65299,90.1,33.5,292.95,90.15546,13021.791,40.756653,3.053461857,2839.491501,-14.235004,-51.92528,2.920363,37.875014143330674,343.8095349805428,0.8973809159136161
Brazil,2003,8499646782.0,215313498.0,8515767.0,0.0559999999999999,25,96.980095,90.6,31.62,313.88,91.18975,13111.923,42.284126,1.140828999,3070.436419,-14.235004,-51.92528,3.077475,39.475680163813976,332.151921020458,0.908480463096961
Brazil,2004,8861080782.0,215313498.0,8515767.0,0.0559999999999999,25,96.76511,91.1,40.14,329.43,89.46926,13593.7,42.286156,5.759964637,3637.31389,-14.235004,-51.92528,2.925119,41.15432085915951,330.3103955115935,0.8913872879292151
Brazil,2005,9225451782.0,215313498.0,8515767.0,0.0559999999999999,25,97.09351,91.6,39.56,346.96,90.00303,13792.465,43.1457,3.202132062,4790.456566,-14.235004,-51.92528,2.43439,42.84660212988598,321.903355561061,0.8976508330746145
Brazil,2006,9594322782.0,215313498.0,8515767.0,0.0559999999999999,25,97.594315,92.1,39.4,359.55,90.43527,14020.683,43.045963,3.961988709,5886.391522,-14.235004,-51.92528,2.175327,44.5597831586016,314.64881572911145,0.9012407569870912
Brazil,2007,9984895782.0,215313498.0,8515767.0,0.0559999999999999,25,98.12538,92.6,37.64,387.88,91.390076,14770.351,44.380226,6.069870607,7348.187963,-14.235004,-51.92528,1.947058,46.37375675351296,318.50667347283866,0.9115435232186502
Brazil,2008,10397533782.0,215313498.0,8515767.0,0.0559999999999999,25,98.52663,93.1,55.87,385.61,87.71251,15255.087,43.366776,5.094195448,8831.183643,-14.235004,-51.92528,1.833767,48.29020882843118,315.9043493516322,0.8734484008335598
Brazil,2009,10787308782.0,215313498.0,8515767.0,0.0559999999999999,25,98.85694,93.6,36.32,410.13,92.08145,15004.24,46.30883,-0.125812003,8597.794335,-14.235004,-51.92528,1.999428,50.100476199592464,299.4829817629967,0.918647104938963
Brazil,2010,11227577782.0,215313498.0,8515767.0,0.0559999999999999,25,98.6,94.0,61.02,435.99,88.053566,16220.931,44.246536,7.528225818,11286.07154,-14.235004,-51.92528,1.759227,52.14525743295481,311.07202837872427,0.8772258103458683
Brazil,2011,11690157782.0,215313498.0,8515767.0,0.0559999999999999,25,99.32869,94.3,50.27,462.32,90.468155,16629.84,43.91006,3.974423079,13245.38737,-14.235004,-51.92528,1.672829,54.293659666427416,306.2943279596806,0.9019294172730642
Brazil,2012,12188466782.0,215313498.0,8515767.0,0.0559999999999999,25,99.51949,94.7,77.21,454.78,85.88896,16963.494,42.06637,1.921175985,12370.22325,-14.235004,-51.92528,1.953069,56.60800133394331,299.6660118757513,0.8548656929641534
Brazil,2013,12720884782.0,215313498.0,8515767.0,0.0559999999999999,25,99.57515,95.0,112.0,436.84,80.12387,17221.44,39.836597,3.00482267,12300.38671,-14.235004,-51.92528,2.156089,59.08075852262639,291.4898256325642,0.7959332410174186
Brazil,2014,13278785782.0,215313498.0,8515767.0,0.0559999999999999,25,99.650246,95.2,136.58,430.82,76.527,17519.043,38.852745,0.50395574,12112.83496,-14.235004,-51.92528,2.352952,61.67186871860677,284.0686258419538,0.7592879802608389
Brazil,2015,13808138782.0,215313498.0,8515767.0,0.0559999999999999,25,99.7109,95.4,128.85,428.81,77.456825,17140.15,40.603523,-3.545763393,8813.989806,-14.235004,-51.92528,3.326904,64.13039084990389,267.27031868737924,0.7689452354481225
Brazil,2016,14300886782.0,215313498.0,8515767.0,0.0559999999999999,25,99.7,95.7,93.06,463.37,83.713684,16591.764,43.5387,-3.275916906,8710.06329,-14.235004,-51.92528,3.491313,66.41890506093584,249.80484072686733,0.8327552432471289
Brazil,2017,14801644497.0,215313498.0,8515767.0,0.0559999999999999,25,99.8,95.7,101.9,464.4,82.4661,16608.686,43.280678,1.322869054,9928.675897,-14.235004,-51.92528,3.191389,68.74461951753717,241.5997952503472,0.8200600388486669
Brazil,2018,15285329785.0,215313498.0,8515767.0,0.0559999999999999,25,99.7,95.8,86.69,492.66,85.409164,16539.11,46.080498,1.783666761,9151.381732,-14.235004,-51.92528,3.653825,70.99104295356346,232.9746023145277,0.8503667903685165
Brazil,2019,15771122931.0,215313498.0,8515767.0,0.0559999999999999,25,99.8,95.8,90.91,512.59,85.30534,16681.945,47.304844,1.411152985,8897.552966,-14.235004,-51.92528,3.944471,73.24725610560654,227.7483947787516,0.8493620546810274
Brazil,2020,16238506431.0,215313498.0,8515767.0,0.0559999999999999,25,100.0,95.9,81.15,520.01,86.79134,15921.327,49.47188,-4.059048273,6796.844542,-14.235004,-51.92528,5.155179,75.4179676696349,211.1078764379156,0.8650109787743696
Canada,2000,22180153682.0,38454327.0,9984670.0,0.061,4,100.0,100.0,155.56,363.7,73.5631,118875.336,29.767817,4.917762744,24271.00206,56.130366,-106.346771,1.485394,576.792143105248,206.09735659715577,0.7004198282170782
Canada,2001,22739195847.0,38454327.0,9984670.0,0.061,4,100.0,100.0,159.93,339.58,72.05828,115218.68,28.20141,1.405527589,23822.06012,56.130366,-106.346771,1.54884,591.3299652078165,194.84667914555564,0.679826229705111
Canada,2002,23303865021.0,38454327.0,9984670.0,0.061,4,100.0,100.0,155.12,357.06,73.43517,117915.38,28.546556,3.422146171,24255.33858,56.130366,-106.346771,1.570343,606.0141169809057,194.57530228411375,0.6971377250185481
Canada,2003,23886208607.0,38454327.0,9984670.0,0.061,4,100.0,100.0,157.35,343.88,72.50952,117365.12,27.180014,3.811090153,28300.4631,56.130366,-106.346771,1.401015,621.1578896439925,188.94571244561683,0.6860722622349021
Canada,2004,24466967376.0,38454327.0,9984670.0,0.061,4,100.0,100.0,148.86,347.68,74.44069,118078.05,26.827923,3.914028782,32143.68141,56.130366,-106.346771,1.301282,636.2604493377299,185.5813136317132,0.7002054215168969
Canada,2005,25042819787.0,38454327.0,9984670.0,0.061,4,100.0,100.0,150.78,368.86,75.1381,117744.77,28.265476,4.995860869,36382.50792,56.130366,-106.346771,1.211405,651.2354198007419,180.80215912707317,0.7098375798629821
Canada,2006,25614229550.0,38454327.0,9984670.0,0.061,4,100.0,100.0,139.71,360.48,76.42542,115946.31,27.616468,4.165817627,40504.06073,56.130366,-106.346771,1.134345,666.0948597540141,174.0687655851577,0.7206861392670785
Canada,2007,26208894916.0,38454327.0,9984670.0,0.061,4,100.0,100.0,149.36,375.42,75.63339,119158.6,27.694315,6.868608857,44659.89514,56.130366,-106.346771,1.074046,681.5590587764025,174.83239121481927,0.7153854948740426
Canada,2008,26788262055.0,38454327.0,9984670.0,0.061,4,100.0,100.0,141.33,385.21,77.01353,116479.15,28.590092,1.007622695,46710.50558,56.130366,-106.346771,1.067087,696.6254293047438,167.2048494070195,0.7315873437915448
Canada,2009,27334872496.0,38454327.0,9984670.0,0.061,4,100.0,100.0,129.76,380.24,78.19636,110665.805,29.20945,-2.928400167,40876.31015,56.130366,-106.346771,1.141535,710.8399659679391,155.68314993278156,0.7455686274509804
Canada,2010,27893676503.0,38454327.0,9984670.0,0.061,4,100.0,100.0,130.08,366.21,77.64257,110485.93,27.789688,3.08949462,47562.08343,56.130366,-106.346771,1.030113,725.3715948012821,152.31631730805225,0.7378951822523122
Canada,2011,28463546701.0,38454327.0,9984670.0,0.061,4,100.0,100.0,131.3,391.95,78.52962,113449.32,28.62637,3.146881372,52223.69611,56.130366,-106.346771,0.989258,740.1909985578476,153.27033187520408,0.7490683229813664
Canada,2012,29032809432.0,38454327.0,9984670.0,0.061,4,100.0,100.0,124.2,398.58,79.71483,112586.7,28.976913,1.762222549,52669.08996,56.130366,-106.346771,0.999365,754.9946052104877,149.12252249618595,0.7624239641914381
Canada,2013,29606508169.0,38454327.0,9984670.0,0.061,4,100.0,100.0,122.87,417.28,80.73323,114051.086,28.941828,2.329122506,52635.17496,56.130366,-106.346771,1.030137,769.9135696484819,148.13492123807103,0.7725261501434787
Canada,2014,30177071586.0,38454327.0,9984670.0,0.061,4,100.0,100.0,122.75,412.13,80.702415,113198.414,28.14776,2.870036075,50955.99832,56.130366,-106.346771,1.104747,784.7510004790878,144.24755614314955,0.7705092731079868
Canada,2015,30750132962.0,38454327.0,9984670.0,0.061,4,100.0,100.0,125.7,417.2,80.327095,112891.76,28.764147,0.659176864,43596.13554,56.130366,-106.346771,1.278786,799.6533904233976,141.17586613398396,0.7684656474488857
Canada,2016,31309699924.0,38454327.0,9984670.0,0.061,4,100.0,100.0,122.35,426.84,81.02748,110180.79,29.6526,1.001394414,42315.60371,56.130366,-106.346771,1.325615,814.204859806804,135.32317901681878,0.7772173564704383
Canada,2017,31879060360.0,38454327.0,9984670.0,0.061,4,100.0,100.0,113.7,435.43,82.36389,110509.586,29.67364,3.039880225,45129.35644,56.130366,-106.346771,1.297936,829.0110072658404,133.3029176107944,0.7929452042321491
Canada,2018,32458530732.0,38454327.0,9984670.0,0.061,4,100.0,100.0,112.47,428.39,82.31297,110059.28,28.814518,2.777040554,46548.52036,56.130366,-106.346771,1.295818,844.0800623555315,130.38962168216975,0.7920533964427023
Canada,2019,33040920340.0,38454327.0,9984670.0,0.061,4,100.0,100.0,110.65,421.8,82.378334,107980.76,28.586376,1.879592028,46338.34096,56.130366,-106.346771,1.326793,859.2250318150152,125.67226978001666,0.7921870598178232
Canada,2020,33576743330.0,38454327.0,9984670.0,0.061,4,100.0,100.0,102.19,429.24,83.625496,100497.28,30.54215,-5.233024303,43294.64816,56.130366,-106.346771,1.341153,873.1590421540858,115.09619112696002,0.8077075061626178
China,2000,74884032894.0,1425887337.0,9706961.0,0.063,147,97.0218,42.0,1113.3,225.56,17.874004,9334.936,5.656925,8.490093406,959.3724836,35.86166,104.195397,8.278504,52.5174962641526,177.74906772110995,0.1684716848662295
China,2001,78398966689.0,1425887337.0,9706961.0,0.063,147,97.27279,42.3,1182.59,280.73,20.1379,9797.812,6.618624,8.335733478,1053.108243,35.86166,104.195397,8.277068,54.98258148076954,178.19847188198756,0.1918445726156958
